name,_id,run_start_time,run_end_time,status,status_message,create_doe_prototype_building.building_type,create_doe_prototype_building.climate_zone,create_doe_prototype_building.template,add_sensor_calibration_faults.run_measure,advanced_rtu_controls_ems.run_measure,condenser_water_temperature_reset_ems.run_measure,hot_water_coil_valve_leakage_ems.run_measure,membrane_heat_pump_cooling_only_ems.run_measure,optimal_start_stop_ems.run_measure,static_pressure_reset_ems.run_measure,add_sensor_calibration_faults.applicable,advanced_rtu_controls_ems.applicable,condenser_water_temperature_reset_ems.applicable,create_doe_prototype_building.applicable,hot_water_coil_valve_leakage_ems.applicable,membrane_heat_pump_cooling_only_ems.applicable,optimal_start_stop_ems.applicable,standard_report_legacy.cooling_electricity,standard_report_legacy.exterior_equipment_electricity,standard_report_legacy.exterior_lighting_electricity,standard_report_legacy.fans_electricity,standard_report_legacy.heat_rejection_electricity,standard_report_legacy.heating_electricity,standard_report_legacy.heating_natural_gas,standard_report_legacy.humidification_electricity,standard_report_legacy.interior_equipment_electricity,standard_report_legacy.interior_equipment_natural_gas,standard_report_legacy.interior_lighting_electricity,standard_report_legacy.pumps_electricity,standard_report_legacy.refrigeration_electricity,standard_report_legacy.total_energy,standard_report_legacy.total_source_energy,standard_report_legacy.water_systems_electricity,standard_report_legacy.water_systems_natural_gas,static_pressure_reset_ems.applicable
diag Autogenerated 373,6cebefa4-7c69-4b49-934c-fbe8ccca2ea3,2015-11-14T04:05:44Z,2015-11-14T04:06:50Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-5A,DOE Ref 1980-2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,true,false,false,false,68.38303567147199,0.0,68.4484239251261,193.021765570033,0.0,4.8605268549557765,604.7018513594219,0.0,87.48076495538342,0.0,429.34363270982004,0.0,0.0,1456.24,3352.32,0.0,0.0,false
diag Autogenerated 530,6cf72d4e-9f39-4886-8820-ca0d83fbf6aa,2015-11-14T04:15:10Z,2015-11-14T04:22:01Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-4A,DOE Ref Pre-1980,1.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,false,true,false,false,false,353.9671528889962,0.0,122.04624121551763,258.06039334384576,0.0,0.0,834.3330139643851,0.0,172.14897107081438,109.17482056430465,199.03061094075161,59.325940544490265,4.229067745293421,2676.69,5336.16,0.0,564.3725281592625,false
diag Autogenerated 106,6d3174dd-812b-4b87-bd70-7d381b6c3461,2015-11-14T03:56:28Z,2015-11-14T03:58:47Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-2A,DOE Ref 1980-2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,127.0834963612176,0.0,85.10055559902965,234.3297597621097,0.0,0.0,4.382189529697159,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,853.72,2647.16,0.0,22.791298223648173,false
diag Autogenerated 188,6df8c459-0df0-4288-930a-d93d6faba823,2015-11-14T04:01:23Z,2015-11-14T04:02:51Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-5A,90.1-2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,33.04249158776117,0.0,24.493309335628766,117.9278503795289,0.0,28.484231943031535,19.328585961342828,0.0,92.92589404491744,0.0,105.89639251897644,0.0,0.0,457.33,1408.11,35.23358635260975,0.0,false
diag Autogenerated 292,6e04bcdf-071e-4b02-a256-21058a66d37e,2015-11-14T04:03:09Z,2015-11-14T04:04:32Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,247.43787026098633,0.0,68.53124904642131,206.42199835221604,0.0,1.129037179761028,96.96642095214017,0.0,87.48076495538342,0.0,429.34363270982004,0.0,0.0,1137.32,3399.89,0.0,0.0,false
diag Autogenerated 336,6e44a528-8d13-4728-83e2-eb4b17a3c4f2,2015-11-14T04:04:42Z,2015-11-14T04:06:34Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-3B,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,95.81994690473805,0.0,27.022785626790007,161.16896760665915,0.0,0.0,33.779571837715075,0.0,86.14684458083951,0.0,184.37307922004894,0.0,0.0,613.88,1820.52,0.0,25.571166395668683,false
diag Autogenerated 222,6e833cc8-ca56-434d-bd3f-f48d4c981a0b,2015-11-14T04:02:19Z,2015-11-14T04:05:46Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-3B,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,true,false,true,false,119.07012779520653,0.0,56.206206507580006,150.30137349237987,0.0,0.0,8.076769452790842,0.0,214.57029940648593,0.0,178.81293166258214,0.05419303559278149,0.0,736.12,2295.67,0.0,9.028158299864117,false
diag Autogenerated 273,6f5842c0-be96-4682-8643-083e2b068a64,2015-11-14T04:03:07Z,2015-11-14T04:06:11Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-5A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,126.55880245434238,0.0,56.15602777092002,147.5636216202112,0.0,389.62785441743495,0.19670064770713283,0.0,214.57029940648593,0.0,178.81293166258214,0.05419303559278149,0.0,1124.11,3537.63,0.0,10.56964909005879,false
diag Autogenerated 187,702e80bf-05b1-4d08-99b8-de1fd4245b2b,2015-11-14T04:01:22Z,2015-11-14T04:03:24Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-5A,90.1-2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,true,false,true,false,false,false,28.425541904687375,0.0,24.493309335628766,60.587682917286166,0.0,37.835511385867434,24.37592925894045,0.0,92.92589404491744,0.0,105.89639251897644,0.0,0.0,409.76,1246.93,35.23358635260975,0.0,false
diag Autogenerated 264,70818e09-fa8d-4456-be39-0d1ad70aa530,2015-11-14T04:02:58Z,2015-11-14T04:06:10Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-4A,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,118.5864047738043,0.0,21.31592733316072,123.78692904124492,0.0,181.48846190129242,0.32515821355668895,0.0,154.9017600693671,0.0,79.09172472346499,0.030107241995989718,0.0,694.66,2167.78,0.0,15.129892677718033,true
diag Autogenerated 549,713b88f2-8e2e-4d44-8573-201eda1ef0e2,2015-11-14T04:16:12Z,2015-11-14T04:30:36Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-4A,90.1-2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,true,true,false,false,258.8263499654923,0.0,104.65488321585433,161.32862183337753,0.0,0.0,437.6714918701946,0.0,151.2248695273545,157.768554175345,106.70859889875004,14.059578908956931,4.446779236141165,1606.72,3471.14,22.2374218728653,181.0055097754222,false
diag Autogenerated 398,71de9775-f903-4ad5-9f4c-7a61ea969c90,2015-11-14T04:05:57Z,2015-11-14T04:16:39Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-2A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,true,false,true,false,527.4316047366272,0.0,17.560228664761127,249.06543487137608,0.0,0.0,448.74795835034706,0.0,116.54757043691302,18.387096774193548,214.5983054307881,29.991833401388323,5.754389546753777,1639.95,4195.96,0.0,11.860963658636178,false
diag Autogenerated 8,72b022a2-1ae1-4aa8-b56b-3a258ecf41fc,2015-11-14T03:56:27Z,2015-11-14T04:01:47Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,313.1883348527785,0.0,25.72802380813375,166.70184593874018,30.39040010059775,0.0,373.811951072369,0.0,195.80184039987606,0.0,199.9851797960201,47.86626487446988,0.0,1411.1,3570.27,0.0,57.63038411274134,true
diag Autogenerated 357,7349c8c8-075a-4a14-a03f-bbb700c9f3ef,2015-11-14T04:05:06Z,2015-11-14T04:06:47Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-4A,90.1-2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,true,false,false,false,64.35947846328887,0.0,27.083814663533847,139.1767182943256,0.0,0.0,159.49066909620356,0.0,86.14684458083951,0.0,167.28494893177393,0.0,0.0,669.12,1733.61,0.0,25.571166395668683,false
diag Autogenerated 103,74b4dca1-9ebb-4a61-9d4a-d3b4ba634ce6,2015-11-14T03:56:28Z,2015-11-14T03:58:53Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,1.0,0.0,false,false,false,true,false,false,true,179.78715079427184,0.0,85.10055559902965,355.1334220205024,0.0,0.0,7.668831676970028,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,1030.51,3200.18,0.0,22.791298223648173,false
diag Autogenerated 551,74f8b28d-592c-4ca1-944b-5a4ddf3ff6d5,2015-11-14T04:16:21Z,2015-11-14T04:23:20Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-4A,90.1-2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,false,false,false,true,false,false,true,249.74152269355827,0.0,104.65488321585433,161.51812778694946,0.0,0.0,285.2831439302124,0.0,151.2248695273545,157.768554175345,106.70859889875004,13.309487902028065,4.367451162552918,1445.54,3277.99,22.2374218728653,181.0698536573327,false
diag Autogenerated 128,750288d8-58e1-4359-8ee1-d2aa3f06c751,2015-11-14T03:58:53Z,2015-11-14T04:00:56Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-3B,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,146.0599420924955,0.0,85.08099225291494,344.66703184912745,0.0,0.0,16.6875342358557,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,995.89,3070.54,0.0,23.358635260975035,false
diag Autogenerated 637,751f820a-ffcb-46d6-ac6c-adeaf33ac17a,2015-11-14T04:22:21Z,2015-11-14T04:33:40Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-4A,DOE Ref 1980-2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,true,false,false,false,110.8466404781719,0.0,66.44677099906663,116.5834891068172,0.0,9.814361851474304,57.97050126600209,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10876741227149359,0.0,962.3,2619.66,0.0,99.55506539956848,false
diag Autogenerated 466,753ff1d4-fb90-4ec1-b8c7-fba4fb02eed7,2015-11-14T04:06:42Z,2015-11-14T04:17:27Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-5A,DOE Ref 1980-2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,false,true,false,false,false,191.82421396488363,0.0,17.539812168231933,251.02541853817885,0.0,0.0,980.6441404654961,0.0,116.54757043691302,18.387096774193548,214.5983054307881,15.596672111065741,4.574316047366272,1828.35,3672.71,0.0,17.612290730910576,false
diag Autogenerated 404,754a1864-8e08-4e17-b744-6e95e52d0321,2015-11-14T04:06:00Z,2015-11-14T04:21:59Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-2A,90.1-2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,215.25265414454879,0.0,5.922825643119641,106.26071866067784,0.0,0.0,76.53787260106166,0.0,123.86075949367088,28.3008370763577,115.81155573703552,6.518476929358922,5.7186606778276845,775.12,2089.37,8.10483870967742,70.60585953450388,false
diag Autogenerated 196,75958632-f139-43e6-a81f-c297420eb5e0,2015-11-14T04:01:40Z,2015-11-14T04:04:15Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,174.2085307866621,0.0,56.2222637033112,117.16132865266079,0.0,0.0,5.967255363605162,0.0,214.57029940648593,0.0,178.81293166258214,0.05419303559278149,0.0,755.57,2362.6,0.0,8.570528221525073,false
diag Autogenerated 592,7643918e-b2bb-43f2-b3f5-8d6d74be939a,2015-11-14T04:18:31Z,2015-11-14T04:32:00Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-2A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,208.4868935268213,0.0,66.43918257495466,138.531741113323,0.0,0.48060019375776236,14.50400795266847,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10117898815952892,0.0,1007.3,2898.06,0.0,77.78640609704583,false
diag Autogenerated 577,7696a542-f4a4-4bdc-b077-be0747221917,2015-11-14T04:17:39Z,2015-11-14T04:29:13Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,213.45731132015814,0.0,66.43918257495466,66.62889317775378,0.0,1.532861670616863,0.0,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10117898815952892,0.0,926.92,2673.7,0.0,77.78640609704583,false
diag Autogenerated 669,77ca7556-08fc-4e79-868f-c87241beb452,2015-11-14T04:22:56Z,2015-11-14T04:34:30Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-5A,90.1-2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,true,false,false,false,66.07625587569696,0.0,17.64789575553879,83.85300757834038,0.0,80.90542778832189,38.84738355314905,0.0,158.59214139792596,113.12478356227635,102.58544088867652,0.06979697134834326,0.0,834.29,1966.14,0.0,172.59448764996282,false
diag Autogenerated 615,780e990a-7a39-45fb-a3f9-918fdfc72b1a,2015-11-14T04:20:09Z,2015-11-14T04:33:37Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-3B,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,false,false,false,true,false,false,true,151.94807494327654,0.0,66.48471311962645,145.84951143196093,0.0,0.5590139095813973,17.34966699465522,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10370846286351713,0.0,968.27,2753.49,0.0,84.99793847811625,false
diag Autogenerated 163,785a3af1-7c4f-4994-a6b3-26b4d8e6b0c4,2015-11-14T04:00:57Z,2015-11-14T04:02:59Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-4A,90.1-2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,true,false,true,false,false,false,34.80319273808592,0.0,24.336802566711008,60.62680960951561,0.0,22.83042491587761,6.260270756710227,0.0,92.92589404491744,0.0,111.35456608498318,0.0,0.0,388.36,1216.9,35.23358635260975,0.0,false
diag Autogenerated 72,78657735-235a-44ee-9219-8722d029ece4,2015-11-14T03:56:28Z,2015-11-14T04:03:47Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-4A,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,95.83354967086291,0.0,25.512158636919203,87.45532337666165,7.5046904315197,9.34367637215294,12.567690258917432,0.16418264407027017,173.87152497610933,0.0,93.45991768415469,22.566693936889315,0.0,542.77,1670.68,0.0,10.609426329002373,true
diag Autogenerated 571,79811ce1-874d-4e2b-8d92-3c2bcf781d69,2015-11-14T04:17:32Z,2015-11-14T04:29:44Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-5A,90.1-2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,211.88264028508746,0.0,104.65664606193407,163.14964183374772,0.0,0.0,309.44735656823224,0.0,151.2248695273545,157.768554175345,106.59665817268663,13.428480012410436,4.1338740569875245,1442.91,3202.08,22.2374218728653,189.34024604042733,false
diag Autogenerated 450,7987d36f-5fb2-4bfb-ac5e-87b2717dbf00,2015-11-14T04:06:30Z,2015-11-14T04:19:50Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-4A,90.1-2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,false,true,false,false,false,110.99071049407921,0.0,5.9611065741118825,97.8021641486321,0.0,0.0,163.7586770110249,0.0,123.86075949367088,28.3008370763577,106.14281339322173,4.175683952633728,4.886688444262965,738.33,1778.64,8.10483870967742,76.60984075132707,false
diag Autogenerated 528,799d8b6e-8a62-4721-bf38-fc701444fa57,2015-11-14T04:15:09Z,2015-11-14T04:22:12Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-3B,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,280.5155267075588,0.0,104.67515594577132,179.19947396672978,0.0,0.0,188.97621832496128,0.0,151.2248695273545,157.768554175345,106.73416016690626,10.597349208349897,4.840775334962791,1375.56,3282.54,22.2374218728653,168.79339355803157,true
diag Autogenerated 613,79fd15e9-07b1-46b1-9524-f486d54e43bd,2015-11-14T04:19:49Z,2015-11-14T04:33:25Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-3B,DOE Ref 1980-2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,true,false,false,false,151.94807494327654,0.0,66.48471311962645,145.84951143196093,0.0,0.5590139095813973,17.34966699465522,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10370846286351713,0.0,968.27,2753.49,0.0,84.99793847811625,false
diag Autogenerated 593,7a84cc1c-a1c6-4418-8776-622678e25dd9,2015-11-14T04:18:42Z,2015-11-14T04:29:46Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-2A,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,145.0381064618573,0.0,17.666687247824886,85.1549895438768,0.0,10.810477062299165,5.825362608688649,0.0,158.59214139792596,113.12478356227635,103.08744218260497,0.06979697134834326,0.0,774.48,1923.57,0.0,135.11351403590248,false
diag Autogenerated 512,7a8f3532-5de0-4065-8485-03ef44b0b5f1,2015-11-14T04:12:23Z,2015-11-14T04:19:19Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-3B,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,425.5986404931033,0.0,122.084142406232,298.28325234524635,0.0,0.0,641.1409492397285,0.0,172.14897107081438,109.17482056430465,199.03061094075161,57.720869188888074,4.700629071623554,2493.57,5368.37,0.0,463.68669289194014,true
diag Autogenerated 542,7aa4bd4b-583e-41ff-a6d5-349941ec354b,2015-11-14T04:15:57Z,2015-11-14T04:22:02Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-4A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,true,false,false,false,350.4441049986382,0.0,122.04624121551763,252.22360997383052,0.0,0.0,775.9440261112761,0.0,172.13134261001701,109.17482056430465,196.8587845705134,54.50720078552421,4.226423476173813,2601.93,5221.02,0.0,564.3742910053422,false
diag Autogenerated 576,7bb1dd69-f386-4d98-97af-f6bc9ca4ad51,2015-11-14T04:17:38Z,2015-11-14T04:25:17Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-5A,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,211.88264028508746,0.0,104.65664606193407,163.14964183374772,0.0,0.0,309.44735656823224,0.0,151.2248695273545,157.768554175345,106.59665817268663,13.428480012410436,4.1338740569875245,1442.91,3202.08,22.2374218728653,189.34024604042733,true
diag Autogenerated 140,7bd46cbb-28ab-47e0-a638-68d042bf5290,2015-11-14T03:58:57Z,2015-11-14T04:01:02Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-3B,90.1-2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,56.088113310900695,0.0,24.29767587448157,134.22411769309022,0.0,1.995461303701385,0.1565067689177557,0.0,92.92589404491744,0.0,111.35456608498318,0.0,0.0,456.26,1444.66,35.23358635260975,0.0,false
diag Autogenerated 51,7bdd537f-82a6-4480-acf1-7b147643d83e,2015-11-14T03:56:28Z,2015-11-14T04:02:25Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-4A,DOE Ref Pre-1980,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,252.38582829221852,0.0,25.73101778873575,176.5752454689846,14.594158444447439,0.0,560.0525144197591,0.0,195.80184039987606,0.0,199.9851797960201,51.89316878415945,0.0,1555.46,3596.16,0.0,78.43630381118761,false
diag Autogenerated 221,7becccfc-f31c-417b-bdaf-cde879a1fde8,2015-11-14T04:02:18Z,2015-11-14T04:04:48Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-3B,DOE Ref Pre-1980,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,true,false,false,false,119.07012779520653,0.0,56.206206507580006,150.30137349237987,0.0,0.0,8.076769452790842,0.0,214.57029940648593,0.0,178.81293166258214,0.05419303559278149,0.0,736.12,2295.67,0.0,9.028158299864117,false
diag Autogenerated 479,7c16353f-1c66-4059-96bd-5afc4d821287,2015-11-14T04:07:01Z,2015-11-14T04:22:50Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-5A,90.1-2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,false,false,false,true,false,false,true,90.38638219681502,0.0,5.995814618211515,100.36341363821968,0.0,0.0,239.93364638628012,0.0,123.86075949367088,28.3008370763577,104.13740302164149,3.972029399755002,4.678950592078399,795.37,1795.46,8.10483870967742,79.09044507962433,false
diag Autogenerated 359,7caab152-cfef-403d-b723-16ab193790b1,2015-11-14T04:05:06Z,2015-11-14T04:06:50Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-4A,90.1-2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,false,false,false,true,false,false,true,63.186849114425094,0.0,27.083814663533847,135.94217934690212,0.0,0.0,159.85248409975634,0.0,86.14684458083951,0.0,159.51246518075496,0.0,0.0,657.29,1695.41,0.0,25.571166395668683,false
diag Autogenerated 569,7d0f747a-77c7-49c6-a739-b574a5a9395d,2015-11-14T04:17:29Z,2015-11-14T04:29:50Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-5A,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,211.88264028508746,0.0,104.65664606193407,163.14964183374772,0.0,0.0,309.44735656823224,0.0,151.2248695273545,157.768554175345,106.59665817268663,13.428480012410436,4.1338740569875245,1442.91,3202.08,22.2374218728653,189.34024604042733,false
diag Autogenerated 297,7df40fbf-2ff2-43d8-b05b-69105f0f156f,2015-11-14T04:03:25Z,2015-11-14T04:05:00Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-2A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,244.03332185406217,0.0,68.53124904642131,190.32776951948352,0.0,0.9067171173370416,86.56532940422584,0.0,87.48076495538342,0.0,429.34363270982004,0.0,0.0,1107.19,3326.14,0.0,0.0,false
diag Autogenerated 123,7e353727-05ec-4ef2-b621-106d4a7a6159,2015-11-14T03:56:28Z,2015-11-14T03:58:57Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-3B,DOE Ref Pre-1980,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,true,false,true,false,false,false,102.02284998826198,0.0,85.08099225291494,94.02144142734173,0.0,0.0,41.53298380154941,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,726.04,2164.17,0.0,23.358635260975035,false
diag Autogenerated 332,7e40e17f-5f1b-4b04-be1b-f5f49d85f81a,2015-11-14T04:04:38Z,2015-11-14T04:06:07Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-3B,90.1-2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,99.26808748076496,0.0,27.022785626790007,165.60665042131834,0.0,0.0,33.116970867353395,0.0,86.14684458083951,0.0,200.2667840749088,0.0,0.0,636.99,1895.11,0.0,25.571166395668683,false
diag Autogenerated 218,7e89a561-60b4-41df-8504-2bbbaf3b56cb,2015-11-14T04:02:11Z,2015-11-14T04:04:44Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-3B,DOE Ref Pre-1980,1.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,false,true,false,false,false,119.82080169563987,0.0,56.206206507580006,150.35155222903984,0.0,0.0,8.120926741051626,0.0,214.57029940648593,0.0,178.81293166258214,0.05419303559278149,0.0,736.97,2298.25,0.0,9.028158299864117,false
diag Autogenerated 573,7f88b660-ded3-436c-98d1-99706c5a871e,2015-11-14T04:17:35Z,2015-11-14T04:35:25Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-5A,90.1-2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,true,true,false,false,220.37074415902984,0.0,104.65664606193407,163.0350568385647,0.0,0.0,477.5179832335709,0.0,151.2248695273545,157.768554175345,106.59665817268663,14.15212832814322,4.207032169296686,1617.21,3404.12,22.2374218728653,189.28030927371623,false
diag Autogenerated 15,7ff13ada-edb6-4833-8ad2-7380232c11ae,2015-11-14T03:56:27Z,2015-11-14T04:01:38Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-2A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,false,false,false,true,false,false,true,264.9103976455337,0.0,25.72802380813375,125.08850955154662,25.05587516298482,0.0,260.04218518668216,0.0,195.80184039987606,0.0,133.32345319734674,39.412012149573286,0.0,1126.99,2907.47,0.0,57.629635617590836,false
diag Autogenerated 290,7ff1d3c9-74ae-432b-bb98-844d035a6d72,2015-11-14T04:03:09Z,2015-11-14T04:04:31Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-2A,DOE Ref Pre-1980,1.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,247.43787026098633,0.0,68.53124904642131,206.42199835221604,0.0,1.129037179761028,96.96642095214017,0.0,87.48076495538342,0.0,429.34363270982004,0.0,0.0,1137.32,3399.89,0.0,0.0,false
diag Autogenerated 543,8009c689-1dda-49d1-b224-c8a6791b2782,2015-11-14T04:16:02Z,2015-11-14T04:20:17Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-4A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,false,false,false,true,false,false,true,350.4441049986382,0.0,122.04624121551763,252.22360997383052,0.0,0.0,775.9440261112761,0.0,172.13134261001701,109.17482056430465,196.8587845705134,54.50720078552421,4.226423476173813,2601.93,5221.02,0.0,564.3742910053422,false
diag Autogenerated 559,80555756-4096-4798-b052-ed521412946f,2015-11-14T04:16:46Z,2015-11-14T04:23:05Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-5A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,1.0,0.0,false,false,false,true,false,false,true,293.65578138593196,0.0,122.04888548463722,253.18700535640778,0.0,0.0,959.4721686268045,0.0,172.14897107081438,109.17482056430465,199.03061094075161,48.57610515024296,3.990202101488811,2793.43,5304.05,0.0,632.1477899639409,false
diag Autogenerated 472,810ab68c-7759-4978-a288-a95cceefef17,2015-11-14T04:07:01Z,2015-11-14T04:18:27Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-5A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,193.29471212739895,0.0,17.539812168231933,250.97131482237648,0.0,0.0,979.9285422621479,0.0,116.54757043691302,18.387096774193548,214.5983054307881,15.597692935892201,4.574316047366272,1829.05,3676.43,0.0,17.612290730910576,true
